region,prefecture,commune,canton,nom,lat,lon,type_service
Maritime,Golfe,Golfe 5,Aflao-Gakli,BTCI Amadahome,6.20354,1.16543,banque
Maritime,Golfe,Golfe 6,Baguida,BTCI Baguida,6.1675,1.3382,banque
Maritime,Golfe,Golfe 5,Aflao-Gakli,BTCI Agbalepedogan,6.19762,1.20074,banque
Plateaux,Ogou,Ogou 1,Gnagna,SUNU Bank Yata,7.51964,1.14038,banque
Maritime,Golfe,Golfe 4,Amoutivé,Direction générale Siab Togo,6.12361,1.22459,banque
Maritime,Golfe,Golfe 5,Aflao-Gakli,UTB Agence Totsi,6.1965,1.18756,banque
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),BTCI Sokode,8.98867,1.13894,banque
Centrale,Mô,Mô 1,Djarkpanga,SPT Djarkpanga,8.78294,0.5641,banque
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),ECOBANK Sokode,8.98845,1.13931,banque
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Banque Atlantique Sokodé,8.98742,1.13971,banque
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),BSIC Sokode,8.99039,1.13807,banque
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),SPT Sokode,8.98505,1.14038,banque
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),ORABANK Sokode,8.98812,1.13501,banque
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),BOA Sokodé,8.98817,1.13942,banque
Maritime,Golfe,Golfe 1,Bè-Est,SUNU Bank Akodessewa,6.14085,1.24098,banque
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),CORIS Bank Sokode,8.98978,1.13834,banque
Centrale,Tchamba,Tchamba 1,Tchamba,UTB Tchamba,9.02835,1.41589,banque
Maritime,Golfe,Golfe 4,Amoutivé,ORABANK Nyékonakpoè,6.13009,1.21372,banque
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),SUNU Bank Sokodé,8.97384,1.13629,banque
Centrale,Sotouboua,Sotouboua 1,Sotouboua,SUNU Bank Sotouboua,8.56456,0.97894,banque
Centrale,Sotouboua,Sotouboua 1,Sotouboua,UTB de Sotouboua,8.56132,0.97621,banque
Centrale,Sotouboua,Sotouboua 1,Sotouboua,ORABANK de Sotouboua,8.56078,0.97517,banque
Maritime,Golfe,Golfe 5,Aflao-Gakli,Banque Atlantique Adidoadin,6.1998,1.18821,banque
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),UTB Sokodé,8.98425,1.13975,banque
Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,SPT Kpangalam,9.00954,1.13619,banque
Centrale,Blitta,Blitta 1,Pagala-Gare,SPT Pagala Gare,8.1839,0.96497,banque
Centrale,Blitta,Blitta 1,Blitta,UTB Lamakaza,8.33103,0.98621,banque
Centrale,Sotouboua,Sotouboua 1,Sotouboua,SPT Sotouboua,8.56437,0.97758,banque
Maritime,Golfe,Golfe 1,Bè-Est,BIA Togo de Be Apeyeyeme,6.14095,1.24033,banque
Centrale,Sotouboua,Sotouboua 2,Adjengré,SPT ADjengre,8.65936,1.01905,banque
Centrale,Blitta,Blitta 1,Blitta,STP Blitta,8.32469,0.97823,banque
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,ORABANK Assiyeye,6.23293,1.19724,banque
Maritime,Golfe,Golfe 1,Bè-Est,SGT Lomé Port,6.14323,1.27442,banque
Maritime,Golfe,Golfe 6,Baguida,Banque Altantique Luxolin,6.16123,1.31581,banque
Maritime,Golfe,Golfe 5,Aflao-Gakli,CORIS Bank ADidogome Madiba,6.19799,1.15136,banque
Maritime,Golfe,Golfe 6,Baguida,SPT Avepozo,6.1693,1.3447,banque
Maritime,Golfe,Golfe 4,Amoutivé,BOA Dekon,6.13637,1.22686,banque
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,CORIS Bank ADIDO-ADIN,6.20905,1.18949,banque
Maritime,Golfe,Golfe 5,Aflao-Gakli,IB Bank Agbalépédogan,6.19759,1.20084,banque
Maritime,Golfe,Golfe 3,Bè-Ouest,NSIA Banque Agbalepedogan,6.18844,1.20758,banque
Maritime,Golfe,Golfe 1,Bè-Est,BIA Togo Akodessewa,6.15543,1.26715,banque
Maritime,Golfe,Golfe 1,Bè-Est,CORIS Bank d'Akodessewa,6.15892,1.28422,banque
Maritime,Golfe,Golfe 1,Bè-Est,ORABANK du Port,6.13903,1.26661,banque
Maritime,Golfe,Golfe 1,Bè-Est,SPT Akodessewa,6.15156,1.26723,banque
Maritime,Golfe,Golfe 1,Bè-Est,BSIC Lomé Port,6.1434,1.27662,banque
Maritime,Golfe,Golfe 6,Baguida,ORABANK Baguida,6.16452,1.32854,banque
Maritime,Golfe,Golfe 6,Baguida,CORIS Bank Avepozo,6.16818,1.34057,banque
Maritime,Golfe,Golfe 4,Amoutivé,ECOBANK Assivito,6.12922,1.22152,banque
Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,ORABANK Agence Terminal du Sahel,6.26898,1.21008,banque
Maritime,Golfe,Golfe 1,Bè-Est,ECOBANK Akodessewa,6.15312,1.26578,banque
Maritime,Golfe,Golfe 1,Bè-Est,ORABANK Port,6.14352,1.2744,banque
Maritime,Golfe,Golfe 1,Bè-Est,BOA Lomé Port,6.14297,1.27451,banque
Maritime,Golfe,Golfe 1,Bè-Est,ECOBANK Rond Point Port,6.14286,1.27453,banque
Maritime,Golfe,Golfe 1,Bè-Est,UTB Lomé Port,6.14358,1.2748,banque
Maritime,Golfe,Golfe 1,Bè-Est,SPT Lomé Port,6.1441,1.27555,banque
Maritime,Golfe,Golfe 1,Bè-Est,BTCI Lomé Port,6.14311,1.27572,banque
Maritime,Golfe,Golfe 3,Bè-Ouest,Banque Atlantique Agence Agbalepedogan,6.19135,1.20826,banque
Maritime,Golfe,Golfe 6,Baguida,BOA Baguida,6.16254,1.32059,banque
Maritime,Golfe,Golfe 6,Baguida,NSIA Baguida,6.16649,1.3349,banque
Maritime,Golfe,Golfe 6,Baguida,BIA Togo Baguida,6.16122,1.31564,banque
Maritime,Golfe,Golfe 2,Bè-Centre,SPT Aeroport International Gnassingbe Eyadema,6.17427,1.25225,banque
Maritime,Golfe,Golfe 2,Bè-Centre,ECOBANK Aerogare,6.17415,1.2521,banque
Maritime,Golfe,Golfe 2,Bè-Centre,NSIA Banque Aeroport International Gnassingbe Eyadema,6.17067,1.25298,banque
Maritime,Golfe,Golfe 2,Bè-Centre,ORABANK Aéroport,6.17073,1.25311,banque
Maritime,Golfe,Golfe 2,Bè-Centre,SPT de L 'aeroport International Gnassingbe Eyadema,6.16822,1.25153,banque
Maritime,Golfe,Golfe 1,Bè-Est,UTB Be Kpehenou,6.13838,1.23672,banque
Maritime,Golfe,Golfe 5,Aflao-Gakli,BOA ADidogome,6.18599,1.16515,banque
Maritime,Golfe,Golfe 3,Bè-Ouest,SPT de La Residence du Benin,6.1733,1.22285,banque
Maritime,Golfe,Golfe 5,Aflao-Gakli,NSIA Assurance Avé Maria,6.17324,1.1859,banque
Maritime,Golfe,Golfe 5,Aflao-Gakli,UTB Adidoadin,6.20528,1.18991,banque
Maritime,Golfe,Golfe 4,Amoutivé,Banque Atlantique Nyékonakpoè,6.12887,1.22179,banque
Maritime,Golfe,Golfe 4,Amoutivé,UTB Circulaire,6.12668,1.20994,banque
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,UTB ADidoadin,6.20629,1.18968,banque
Maritime,Golfe,Golfe 4,Amoutivé,UTB Adawlato,6.12483,1.22462,banque
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,UTB Agoe Nyive,6.21801,1.20845,banque
Maritime,Golfe,Golfe 3,Bè-Ouest,UTB Campus,6.16293,1.21331,banque
Maritime,Golfe,Golfe 4,Amoutivé,UTB Media Plus,6.13663,1.22716,banque
Maritime,Golfe,Golfe 4,Amoutivé,UTB Boulevard Est,6.13113,1.2367,banque
Maritime,Golfe,Golfe 6,Baguida,SUNU Bank Baguida,6.16479,1.32577,banque
Maritime,Golfe,Golfe 5,Aflao-Gakli,BTCI Amadahome,6.20358,1.16575,banque
Maritime,Golfe,Golfe 1,Bè-Est,Banque Atlantique bè Marché,6.14386,1.24458,banque
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,BSIC Agoe,6.23123,1.21084,banque
Maritime,Golfe,Golfe 5,Aflao-Gakli,ECOBANK Totsi,6.19261,1.19048,banque
Maritime,Golfe,Golfe 3,Bè-Ouest,BTCI Agbalépédogan,6.1894,1.20833,banque
Maritime,Golfe,Golfe 3,Bè-Ouest,ORABANK Agbalépédo,6.192,1.20841,banque
Maritime,Golfe,Golfe 5,Aflao-Gakli,BSIC Adidogome,6.18539,1.16651,banque
Maritime,Golfe,Golfe 5,Aflao-Gakli,BTCI Adidogome,6.18165,1.17082,banque
Maritime,Golfe,Golfe 5,Aflao-Gakli,Banque Atlantique Adidogome,6.17585,1.18133,banque
Maritime,Golfe,Golfe 5,Aflao-Gakli,ORABANK Adidogome,6.1757,1.18162,banque
Maritime,Golfe,Golfe 5,Aflao-Gakli,BTCI ADidogome Assiyeye,6.20118,1.14754,banque
Maritime,Golfe,Golfe 5,Aflao-Gakli,ECOBANK Adidogome Amadahome,6.19687,1.15261,banque
Maritime,Golfe,Golfe 5,Aflao-Gakli,ORABANK Agence Avedji,6.20204,1.18115,banque
Maritime,Golfe,Golfe 5,Aflao-Gakli,BSIC Adidogome Assiyeye,6.20128,1.14844,banque
Maritime,Golfe,Golfe 5,Aflao-Gakli,SUNU Bank Agence Adidogome,6.18537,1.16599,banque
Maritime,Golfe,Golfe 5,Aflao-Gakli,BIA Togo Adidogome,6.17522,1.18161,banque
Maritime,Golfe,Golfe 3,Bè-Ouest,BSIC Klikame,6.17958,1.20539,banque
Maritime,Golfe,Golfe 4,Amoutivé,CORIS Bank Attikoumé,6.16555,1.20253,banque
Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,IB Bank Haoussa-Zongo,6.26093,1.20777,banque
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,SUNU Bank Agence Agoe,6.23103,1.21088,banque
Maritime,Golfe,Golfe 4,Amoutivé,BSIC Nyekonakpoè,6.12655,1.20932,banque
Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,SPT Zongo,6.2538,1.20939,banque
Maritime,Golfe,Golfe 4,Amoutivé,SPT Nyekonakpoe,6.12742,1.20905,banque
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Banque Atlantique Agoè plantation,6.23414,1.21032,banque
Maritime,Golfe,Golfe 1,Bè-Est,Banque Atlantique Ahadji-Kpota,6.15895,1.28441,banque
Maritime,Golfe,Golfe 1,Bè-Est,Banque SAB,6.15884,1.28392,banque
Maritime,Golfe,Golfe 4,Amoutivé,BCEAO Nyékonakpoè,6.12725,1.21234,banque
Maritime,Golfe,Golfe 1,Bè-Est,SPT Adakpame,6.17019,1.28943,banque
Maritime,Golfe,Golfe 3,Bè-Ouest,UTB Tokoin Tresor,6.15332,1.21726,banque
Maritime,Golfe,Golfe 1,Bè-Est,Banque Atlantique de Lomé Port,6.14348,1.27531,banque
Maritime,Golfe,Golfe 3,Bè-Ouest,UTB Adewui,6.16175,1.21514,banque
Maritime,Vo,Vo 4,Hahotoé,SPT Hahotoe,6.36146,1.40896,banque
Maritime,Golfe,Golfe 3,Bè-Ouest,Banque Atlantique Tokoin SOTED,6.15228,1.2213,banque
Maritime,Golfe,Golfe 3,Bè-Ouest,ORABANK Tokoin,6.1485,1.21919,banque
Maritime,Golfe,Golfe 1,Bè-Est,MECIT BE-KPOTA,6.15895,1.26356,banque
Maritime,Golfe,Golfe 3,Bè-Ouest,CORIS Bank International,6.16434,1.22272,banque
Maritime,Golfe,Golfe 1,Bè-Est,ECOBANK d'Akodessewa,6.15309,1.26579,banque
Maritime,Golfe,Golfe 1,Bè-Est,SPT Dzifa Kpota,6.16491,1.26999,banque
Maritime,Golfe,Golfe 4,Amoutivé,NSIA Banque - Direction générale,6.13662,1.22806,banque
Maritime,Golfe,Golfe 6,Baguida,ECOBANK Baguida,6.16433,1.32693,banque
Maritime,Golfe,Golfe 1,Bè-Est,UTB Be Kpota,6.1581,1.25504,banque
Maritime,Golfe,Golfe 2,Bè-Centre,UTB Hedzranawo,6.18261,1.24049,banque
Maritime,Golfe,Golfe 2,Bè-Centre,UTB Novissi Jean Paul 2,6.17447,1.23457,banque
Maritime,Golfe,Golfe 3,Bè-Ouest,UTB Sgi,6.18819,1.21231,banque
Maritime,Golfe,Golfe 3,Bè-Ouest,UTB Cadastre,6.16313,1.22036,banque
Maritime,Golfe,Golfe 4,Amoutivé,UTB Kwadjoviakope,6.11369,1.19973,banque
Maritime,Golfe,Golfe 5,Aflao-Gakli,UTB Adidogome,6.17394,1.18444,banque
Maritime,Golfe,Golfe 4,Amoutivé,ORABANK Awsivito,6.13071,1.22256,banque
Maritime,Golfe,Golfe 4,Amoutivé,BIA Togo Amoutivé,6.13507,1.22281,banque
Maritime,Golfe,Golfe 4,Amoutivé,SUNU Bank Hanoukopé,6.13519,1.21906,banque
Maritime,Golfe,Golfe 4,Amoutivé,BIDC,6.13627,1.2244,banque
Maritime,Golfe,Golfe 1,Bè-Est,CORIS Bank Dekon,6.13365,1.23563,banque
Maritime,Golfe,Golfe 4,Amoutivé,BOA Adawalto,6.12277,1.22426,banque
Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,SPT Adeticope,6.3177,1.21687,banque
Kara,Dankpen,Dankpen 1,Guérin-Kouka,SPT Guerin Kouka,9.68508,0.6089,banque
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,DSA Bank Vakpossito,6.21909,1.15932,banque
Kara,Kéran,Kéran 1,Kantè,SPT Kanté,9.95938,1.04749,banque
Kara,Kéran,Kéran 1,Kantè,SUNU Bank Kanté,9.95706,1.05391,banque
Kara,Kéran,Kéran 1,Kantè,ORABANK Kanté,9.95222,1.04688,banque
Kara,Kéran,Kéran 1,Kantè,UTB Kante,9.95882,1.04641,banque
Kara,Kozah,Kozah 2,Pya,UTB Pya,9.64746,1.14662,banque
Kara,Kozah,Kozah 2,Pya,SPT Pya,9.65285,1.14436,banque
Kara,Kozah,Kozah 1,Commune De Kara,BOA Ewoou,9.54926,1.18975,banque
Kara,Kozah,Kozah 1,Commune De Kara,SPT Welade,9.54998,1.18963,banque
Kara,Kozah,Kozah 1,Commune De Kara,CORIS Bank Cofake,9.54879,1.19645,banque
Kara,Kozah,Kozah 1,Commune De Kara,BIA Togo Ewonou,9.54734,1.19254,banque
Kara,Kozah,Kozah 1,Commune De Kara,SPT Cofac,9.54829,1.19487,banque
Kara,Kozah,Kozah 1,Commune De Kara,ORABANK Ewoou,9.55055,1.18905,banque
Kara,Kozah,Kozah 1,Commune De Kara,NSIA Banque Ewoou,9.54792,1.19025,banque
Kara,Kozah,Kozah 1,Commune De Kara,ECOBANK Ewoou,9.54895,1.18993,banque
Kara,Kozah,Kozah 1,Commune De Kara,Banque Atlantique Kpingning-Boua,9.55038,1.18913,banque
Kara,Assoli,Assoli 1,Bafilo,SPT Bafilo,9.35664,1.24266,banque
Kara,Kozah,Kozah 1,Commune De Kara,UTB Kara,9.55722,1.184,banque
Kara,Kozah,Kozah 1,Commune De Kara,ORABANK Ewaou,9.54966,1.18649,banque
Kara,Kozah,Kozah 2,Pya,SUNU Bank Pya,9.66784,1.15633,banque
Kara,Assoli,Assoli 1,Bafilo,SUNU Bank Bafilo,9.36365,1.24659,banque
Kara,Dankpen,Dankpen 1,Guérin-Kouka,SUNU Bank Guerin kouka,9.69099,0.60795,banque
Kara,Dankpen,Dankpen 1,Guérin-Kouka,UTB Guérin Kouka,9.6898,0.60821,banque
Kara,Binah,Binah 2,Kétao,SUNU Bank Ketao,9.65828,1.30922,banque
Kara,Binah,Binah 2,Kétao,SPT Ketao,9.65892,1.30825,banque
Kara,Binah,Binah 2,Kétao,UTB Ketao,9.65898,1.30898,banque
Kara,Binah,Binah 1,Pagouda,SPT Pagouda,9.75039,1.32541,banque
Kara,Bassar,Bassar 1,Bassar,SUNU Bank Bassar,9.25814,0.78371,banque
Kara,Bassar,Bassar 1,Bassar,ORABANK Togo Bassar,9.25707,0.78516,banque
Kara,Bassar,Bassar 1,Bassar,UTB Bassar,9.26225,0.7814,banque
Kara,Bassar,Bassar 1,Bassar,SPT Bassar,9.26219,0.77932,banque
Kara,Bassar,Bassar 2,Bangeli,SPT Bangeli,9.4221,0.62461,banque
Savanes,Oti,Oti 1,Mango,SUNU Mango,10.35438,0.47046,banque
Maritime,Avé,Avé 1,Assahoun,UTB Assahoun,6.45648,0.90959,banque
Kara,Bassar,Bassar 3,Kabou,BTCI Kabou,9.4563,0.81314,banque
Kara,Doufelgou,Doufelgou 1,Niamtougou,BTCI Niamtougou,9.76526,1.10898,banque
Kara,Doufelgou,Doufelgou 1,Niamtougou,SUNU Bank Niamtougou,9.76156,1.10731,banque
Kara,Kozah,Kozah 1,Commune De Kara,SUNU Bank Chaminade,9.5586,1.1834,banque
Kara,Kozah,Kozah 1,Commune De Kara,BSIC Kara,9.54817,1.19222,banque
Maritime,Yoto,Yoto 1,Tabligbo,SUNU Bank Tagbligbo,6.59201,1.50128,banque
Maritime,Yoto,Yoto 1,Tabligbo,UTB Tagbligbo,6.58885,1.49409,banque
Maritime,Yoto,Yoto 1,Tabligbo,Banque Atlantique Tagbligbo,6.58045,1.51069,banque
Maritime,Yoto,Yoto 1,Tabligbo,SPT Tagbligbo,6.58847,1.50041,banque
Maritime,Yoto,Yoto 2,Ahépé,SPT Ahepe,6.60716,1.39647,banque
Maritime,Zio,Zio 1,Tsévié,UTB Tsevie,6.4235,1.21285,banque
Maritime,Avé,Avé 1,Kévé,SPT Keve,6.43546,0.92425,banque
Maritime,Zio,Zio 1,Tsévié,SUNU Bank Tsevie,6.41716,1.21169,banque
Maritime,Avé,Avé 1,Assahoun,ORABANK Assahoun,6.45489,0.91019,banque
Maritime,Zio,Zio 1,Tsévié,SPT Tsevie,6.42408,1.20992,banque
Maritime,Yoto,Yoto 3,Tokpli,ECOBANK Assou kondji,6.62578,1.56732,banque
Maritime,Vo,Vo 1,Vogan,ORABANK Novissikomé,6.33727,1.52669,banque
Maritime,Vo,Vo 1,Vogan,SPT Commandant condji,6.33506,1.52951,banque
Maritime,Lacs,Lacs 2,Aklakou,SPT Aklakou,6.33519,1.70977,banque
Maritime,Vo,Vo 1,Vogan,SUNU Bank Vogan,6.33552,1.52903,banque
Maritime,Vo,Vo 1,Vogan,UTB Novissikomé,6.34053,1.52353,banque
Maritime,Lacs,Lacs 4,Anfoin,SPT Anfoin,6.3287,1.60688,banque
Maritime,Lacs,Lacs 1,Aného,SPT Aneho,6.22813,1.59739,banque
Maritime,Lacs,Lacs 1,Canton D’Aneho,UTB Aneho,6.23272,1.60323,banque
Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,OIC Kpékplémé,7.33179,1.62571,banque
Maritime,Lacs,Lacs 3,Agbodrafo,SPT Agbodrafo,6.20789,1.47783,banque
Maritime,Lacs,Lacs 1,Canton D’Aneho,ECOBANK Carrefour,6.23636,1.61226,banque
Maritime,Lacs,Lacs 1,Canton D’Aneho,SUNU Bank Gériko,6.23843,1.61619,banque
Maritime,Lacs,Lacs 1,Canton D’Aneho,ORABANK Gériko,6.24015,1.62349,banque
Maritime,Lacs,Lacs 1,Canton D’Aneho,BTCI Gériko ,6.24038,1.62364,banque
Maritime,Lacs,Lacs 1,Canton D’Aneho,NSIA Assurance banque Aneho,6.23995,1.62149,banque
Maritime,Zio,Zio 1,Tsévié,ORABANK Tsevie,6.43402,1.21197,banque
Maritime,Zio,Zio 3,Agbélouvé,SPT Agbélouvé,6.67175,1.16784,banque
Plateaux,Ogou,Ogou 1,Gnagna,BOA Gnagna,7.51905,1.14123,banque
Plateaux,Wawa,Wawa 1,Badou,ORABANK Badou,7.58498,0.60652,banque
Savanes,Cinkassé,Cinkassé 1,Cinkassé,BSIC Cinkanssé,11.10714,0.01385,banque
Savanes,Cinkassé,Cinkassé 1,Cinkassé,UTB Boadé,11.10266,0.01602,banque
Savanes,Cinkassé,Cinkassé 1,Cinkassé,SPT Boadé,11.11086,0.01245,banque
Plateaux,Agou,Agou 1,Agou-Tavié,SPT Agou-gare,6.84403,0.71638,banque
Plateaux,Kloto,Kloto 1,Agome-Kpalime,IB Bank Togo,6.92137,0.63448,banque
Savanes,Cinkassé,Cinkassé 1,Cinkassé,NSIA Banque Cinkanssé,11.10069,0.01756,banque
Plateaux,Kloto,Kloto 1,Agome-Kpalime,ECOBANK Fiakomé,6.90705,0.63225,banque
Plateaux,Kloto,Kloto 1,Agome-Kpalime,SUNU Bank Kpalime,6.91256,0.63249,banque
Plateaux,Kloto,Kloto 1,Agome-Kpalime,UTB Kpalime,6.90682,0.63299,banque
Savanes,Cinkassé,Cinkassé 1,Cinkassé,ORABANK Cinkanssé,11.09737,0.02152,banque
Savanes,Tône,Tône 1,Dapaong,SUNU Bank Dapaong,10.88376,0.19986,banque
Savanes,Cinkassé,Cinkassé 1,Cinkassé,BTCI Boadé,11.11061,0.01247,banque
Plateaux,Kloto,Kloto 1,Agome-Kpalime,ORABANK Kpalimé,6.90107,0.63005,banque
Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,UTB Tetsefi,7.13204,0.73133,banque
Plateaux,Haho,Haho 1,Notsé,UTB Notse,6.94395,1.17345,banque
Plateaux,Haho,Haho 1,Notsé,ORABANK Notse,6.94866,1.16763,banque
Plateaux,Haho,Haho 1,Notsé,SUNU Bank Notse,6.94917,1.1688,banque
Plateaux,Anié,Anié 1,Anié,SUNU Bank Anié,7.80818,1.19152,banque
Savanes,Tône,Tône 1,Dapaong,Banque Atlantique Kpegui,10.86553,0.20303,banque
Plateaux,Anié,Anié 1,Anié,Banque Atlantique Anié,7.76487,1.19268,banque
Plateaux,Anié,Anié 1,Anié,ORABANK Anié,7.75884,1.193,banque
Plateaux,Ogou,Ogou 1,Djama,SPT Atakpame,7.53261,1.12474,banque
Plateaux,Anié,Anié 1,Anié,UTB Anié,7.76181,1.19341,banque
Plateaux,Ogou,Ogou 1,Djama,SPT Agbonou,7.52439,1.14846,banque
Plateaux,Ogou,Ogou 1,Djama,BIA Togo Togo,7.53313,1.12185,banque
Plateaux,Ogou,Ogou 1,Gnagna,ECOBANK Houdou,7.53157,1.12278,banque
Plateaux,Ogou,Ogou 1,Gnagna,Banque Atlantique Houdou,7.53183,1.12213,banque
Plateaux,Ogou,Ogou 1,Gnagna,SUNU Bank Gnagna,7.52243,1.13845,banque
Savanes,Oti-Sud,Oti-Sud 1,Gando,SPT Kando,10.32694,0.74254,banque
Savanes,Oti,Oti 1,Mango,ORABANK Mango,10.35716,0.47547,banque
Savanes,Oti,Oti 1,Mango,UTB Mango,10.35239,0.46937,banque
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Banque Atlantique Quartier Samango,11.10257,0.01654,banque
Savanes,Cinkassé,Cinkassé 1,Cinkassé,ECOBANK Cinkanssé,11.10216,0.01625,banque
Savanes,Cinkassé,Cinkassé 1,Cinkassé,CORIS Bank Cinkanssé ,11.09705,0.0227,banque
Savanes,Cinkassé,Cinkassé 1,Cinkassé,BOA Cinkanssé,11.09635,0.02599,banque
Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,SPT Bombouaka,10.69954,0.20761,banque
Savanes,Tône,Tône 1,Dapaong,ORABANK Nassablé,10.877,0.20038,banque
Savanes,Oti,Oti 2,Barkoissi,SPT Barkoissi,10.55543,0.30455,banque
Savanes,Oti,Oti 1,Mango,SPT Mango,10.35719,0.47198,banque
Savanes,Tône,Tône 1,Dapaong,ECOBANK Dapaong,10.86944,0.20213,banque
Savanes,Tône,Tône 1,Dapaong,BSIC Dapaong,10.87648,0.20053,banque
Savanes,Tône,Tône 1,Dapaong,UTB Dapaong,10.86078,0.20543,banque
Savanes,Tône,Tône 1,Dapaong,BTCI Worgou,10.85013,0.20243,banque
Maritime,Golfe,Golfe 1,Bè-Est,Direction générale Ecobank Togo,6.13598,1.25856,banque
Maritime,Bas-Mono,Bas-Mono 1,Afagnangan,FUCEC Togo Afagnan,6.49577,1.62712,microfinance
Maritime,Golfe,Golfe 5,Aflao-Gakli,FUCEC-Togo,6.18348,1.16901,microfinance
Maritime,Golfe,Golfe 5,Aflao-Gakli,Microfinance Millenium Totsi,6.19708,1.18668,microfinance
Maritime,Zio,Zio 1,Djagblé,COOPAD Djagblé,6.25412,1.28279,microfinance
Centrale,Blitta,Blitta 2,Agbandi,UCMECF To Point de Agbandji,8.22702,1.13456,microfinance
Centrale,Blitta,Blitta 1,Pagala-Gare,FUCEC Togo Agence Pagala,8.17807,0.97541,microfinance
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,FUCEC-togo Agence Vakpossito,6.218,1.16933,microfinance
Maritime,Zio,Zio 1,Djagblé,CECAV Gbama Kope,6.26086,1.2636,microfinance
Maritime,Golfe,Golfe 5,Aflao-Gakli,COOPEC Fidelite,6.17569,1.18172,microfinance
Maritime,Zio,Zio 1,Djagblé,COOPEC AD Djagblé,6.25945,1.28424,microfinance
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),COMEC Sokode,8.97086,1.13517,microfinance
Centrale,Mô,Mô 1,Djarkpanga,COOPEC Plaine de Mo,8.78427,0.5629,microfinance
Centrale,Mô,Mô 2,Tindjasse,Microfinance Amitie Entre les Peuples,8.65054,0.46369,microfinance
Maritime,Vo,Vo 4,Hahotoé,WAGES Hahotoe,6.36537,1.4174,microfinance
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),COOPEC Gaiete de Sokode,8.97895,1.13742,microfinance
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),COOPEC AD de Sokode,8.98832,1.13615,microfinance
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Mutuelle Tibi de Sokode,8.98963,1.13854,microfinance
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),WAGES Sokode,8.98792,1.14084,microfinance
Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,URCLEC Sokode,9.00904,1.13561,microfinance
Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,Direction URCLEC Sokode,9.02536,1.14003,microfinance
Centrale,Tchamba,Tchamba 1,Tchamba,FUCEC Togo Djayowoa,9.02227,1.41418,microfinance
Centrale,Tchamba,Tchamba 1,Tchamba,URCLEC Iyiwa,9.02253,1.4149,microfinance
Centrale,Tchamba,Tchamba 1,Tchamba,UCMECF-TO Tchamba,9.02547,1.42255,microfinance
Centrale,Tchamba,Tchamba 1,Tchamba,COOPEC ADESEM Forêt chance,9.02651,1.42318,microfinance
Centrale,Tchamba,Tchamba 3,Kaboli,COOPEC ADESEM Djama,8.75182,1.58513,microfinance
Centrale,Tchamba,Tchamba 3,Kaboli,FUCEC Togo Guimegue,8.74756,1.59537,microfinance
Centrale,Tchamba,Tchamba 3,Kaboli,URCLEC Adja,8.74924,1.59362,microfinance
Centrale,Tchamba,Tchamba 3,Kaboli,WAGES Takete,8.74731,1.59302,microfinance
Centrale,Tchamba,Tchamba 2,Koussountou,FUCEC Togo Bassegue,8.83259,1.51835,microfinance
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),CMECF Sokode,8.98749,1.13727,microfinance
